id	name_en	name_de	polygon_simple
area_de_ni_17	Norderney	Norderney	POLYGON ((7.1371187 53.706940999142425, 7.1527562 53.696858599141166, 7.1688106 53.70717019914244, 7.1943356 53.69911019914145, 7.2064523 53.70537139914223, 7.268157200000001 53.70352359914199, 7.347010399999999 53.71641559914361, 7.348059499999999 53.72483299914469, 7.1891353 53.72304359914446, 7.1371187 53.706940999142425))
area_de_ni_20	Landkreis Aurich	Landkreis Aurich	POLYGON ((7.010834000000001 53.40020209911054, 7.0394279 53.35210419910668, 7.0806277 53.363193499107524, 7.100354 53.387018199109455, 7.141039999999999 53.397430399110284, 7.182567299999999 53.385453899109315, 7.194322400000001 53.39354899910998, 7.203147999999999 53.3889674991096, 7.208412200000001 53.401739099110664, 7.2342602 53.39243119910988, 7.2683316 53.40854449911123, 7.2820466 53.396575199110245, 7.279287199999999 53.37918269910882, 7.311378200000002 53.367059099107856, 7.307309900000001 53.35009599910652, 7.320521899999999 53.3498860991065, 7.3290465 53.369023899108, 7.3468997 53.35841909910716, 7.351506900000001 53.37573019910854, 7.3501134 53.35419649910684, 7.3710518 53.357509499107096, 7.3747634 53.348241299106355, 7.412018599999999 53.34850829910642, 7.436051600000001 53.36428869910764, 7.486668900000001 53.37064489910812, 7.5124309 53.354047799106816, 7.545915 53.35704469910706, 7.5624252 53.345303899106156, 7.597192800000001 53.34426309910608, 7.5971904 53.33228029910518, 7.626367300000001 53.33420419910534, 7.619290300000001 53.34608989910621, 7.6526391 53.34702479910632, 7.663057500000001 53.33997459910576, 7.8158155 53.375458699108506, 7.804230500000001 53.39907719911045, 7.813969700000001 53.40847519911123, 7.770020599999999 53.40764489911114, 7.787082800000001 53.42335649911249, 7.774164600000001 53.42644779911276, 7.780862700000001 53.44338719911424, 7.7556017 53.43592599911358, 7.7351021 53.44051199911397, 7.7316022 53.454374099115235, 7.7525627 53.46511219911623, 7.7366752 53.47241439911689, 7.677077700000001 53.46288789911602, 7.6780897 53.50251899911975, 7.644447399999999 53.52553309912199, 7.6628430000000005 53.535998399123045, 7.6504858 53.561195599125654, 7.4816825 53.547438899124245, 7.4292072000000005 53.53285759912274, 7.414505799999999 53.539835099123444, 7.408092300000001 53.58387819912808, 7.430419800000001 53.61146809913111, 7.4208895 53.61780509913182, 7.4711224000000005 53.627038999132886, 7.5084216 53.623050199132415, 7.4884336000000005 53.65007949913553, 7.558127600000001 53.67313369913828, 7.520096499999999 53.67204799913813, 7.469644599999999 53.68397179913959, 7.363392700000001 53.682205599139365, 7.362083499999999 53.69312279914071, 7.3592344 53.686396299139865, 7.2443868 53.66984399913787, 7.166646900000001 53.62643549913279, 7.1565612 53.628964899133095, 7.147189600000001 53.61210519913119, 7.0871172 53.5718746991268, 7.1514675 53.53387509912285, 7.1147714 53.50972489912045, 7.0909294 53.513930199120864, 7.076726500000001 53.532761199122746, 7.0662303 53.516930099121154, 7.034124599999999 53.54561969912403, 7.0485142 53.50896129912036, 7.0259445 53.48526159911808, 7.010834000000001 53.40020209911054))
area_de_ni_31	Landkreis Hameln-Pyrmont	Landkreis Hameln-Pyrmont	POLYGON ((9.1538839 52.092248099110016, 9.194071 52.069676799111754, 9.181317 52.06792889911186, 9.1723009 52.047534999113516, 9.1973185 52.01045219911658, 9.1794343 52.00257109911723, 9.1969237 51.99651379911776, 9.1744844 51.98332949911891, 9.1860806 51.96585819912044, 9.2095511 51.95982699912099, 9.2171208 51.973732399119754, 9.2737823 51.974067599119714, 9.2862326 51.95701259912124, 9.262856200000002 51.94665169912217, 9.277321 51.943774999122446, 9.271934 51.93287219912343, 9.2871338 51.92108559912453, 9.3661207 51.94238649912257, 9.3419491 51.96138329912085, 9.348389 51.97494079911963, 9.4413809 51.982338299118986, 9.488930500000002 52.00673279911689, 9.4934097 52.01851639911591, 9.5360572 52.020668399115706, 9.531552700000002 52.03708249911436, 9.5619251 52.0438348991138, 9.6505945 51.96684289912034, 9.6341518 51.98633559911864, 9.6544266 51.9997861991175, 9.64356 52.01879499911586, 9.6604775 52.03017419911491, 9.651336499999998 52.050227499113284, 9.662380900000002 52.04583009911365, 9.643021699999998 52.05447799911296, 9.6842136 52.10422459910912, 9.645769699999999 52.115562099108274, 9.5568525 52.16726079910462, 9.5257551 52.159680099105124, 9.4964837 52.16687269910461, 9.506789100000002 52.19743889910259, 9.491640999999998 52.208622099101895, 9.5073893 52.20476259910213, 9.5162802 52.21218869910165, 9.4971378 52.23876969910003, 9.4640707 52.255481699099015, 9.4722712 52.26477129909849, 9.449037799999997 52.274166499097944, 9.435090799999998 52.25748389909891, 9.392316100000002 52.24889659909942, 9.3625175 52.219017399101226, 9.3544826 52.22940419910058, 9.3245525 52.212428499101634, 9.287009 52.221054699101096, 9.2382914 52.20737119910196, 9.2467442 52.2020838991023, 9.2234007 52.20281269910226, 9.2174027 52.19327969910287, 9.182787 52.18449459910344, 9.1625231 52.18933099910312, 9.1608435 52.173431799104186, 9.1940357 52.143181299106274, 9.1832424 52.13776789910667, 9.1617106 52.145744899106084, 9.18608 52.132667499107, 9.184783300000001 52.119296299107994, 9.1663572 52.11300659910844, 9.1538839 52.092248099110016))
area_de_ni_21	Landkreis Celle	Landkreis Celle	POLYGON ((9.7259728 52.706233999084326, 9.738476 52.693367499084395, 9.7293126 52.67601439908456, 9.744259400000002 52.66893429908463, 9.7405762 52.6312897990851, 9.768282200000002 52.62937579908512, 9.8045509 52.60693749908552, 9.835328200000001 52.60532779908552, 9.824202 52.59700769908568, 9.847796300000002 52.60790659908549, 9.8883611 52.60337129908558, 9.880821400000002 52.589904799085815, 9.907572300000002 52.597397099085676, 9.9449347 52.58691039908588, 9.9662184 52.59028309908583, 9.9671244 52.57801849908608, 9.9965789 52.57663379908611, 9.965072000000001 52.55361219908665, 9.994855599999998 52.544121399086855, 9.987818700000002 52.536201299087075, 10.077024400000003 52.53730579908705, 10.105280199999997 52.50877289908784, 10.1351277 52.49876419908815, 10.171999 52.504249799087965, 10.1783929 52.513591699087705, 10.2674017 52.48828499908847, 10.2732255 52.50966269908782, 10.2590226 52.51818459908757, 10.2840898 52.5168078990876, 10.2822889 52.52798459908731, 10.3062043 52.52238039908744, 10.3046594 52.53373009908713, 10.3378153 52.53966559908697, 10.3550253 52.56242009908641, 10.384673 52.54669599908679, 10.380055500000003 52.55930359908649, 10.391977799999998 52.55440119908662, 10.396638900000001 52.564934099086365, 10.410546800000002 52.563942199086384, 10.4108756 52.57282219908617, 10.3814042 52.571869199086215, 10.417199200000002 52.606517499085506, 10.379862600000001 52.63283929908509, 10.4060832 52.65745569908476, 10.385189000000002 52.68981889908442, 10.3687005 52.68971289908441, 10.3785659 52.69469439908438, 10.3633768 52.72230119908422, 10.4034602 52.75891529908417, 10.3958639 52.77543669908418, 10.44435 52.81561849908438, 10.4149238 52.804920099084285, 10.3792601 52.81657769908438, 10.3644591 52.840103899084596, 10.318475199999998 52.83708199908456, 10.3022833 52.86615069908488, 10.3109278 52.87502669908503, 10.298347800000002 52.868450399084956, 10.283211999999999 52.87770529908507, 10.2367474 52.93608149908617, 10.1904107 52.92277979908588, 10.1917334 52.92999299908602, 10.1632957 52.93660409908619, 10.1563718 52.91646739908576, 10.1176851 52.91241459908568, 10.1187711 52.89757919908542, 10.0705711 52.90623649908556, 9.9751146 52.86698599908489, 9.945085899999999 52.89154109908529, 9.8698674 52.897206099085395, 9.8823984 52.90536929908553, 9.8638118 52.90044489908542, 9.8643493 52.886420199085215, 9.8392214 52.872925699085, 9.858303600000001 52.8409582990846, 9.8323736 52.8301060990845, 9.820893899999998 52.80012139908429, 9.8312592 52.74625759908417, 9.7511886 52.7323341990842, 9.7611103 52.71553109908424, 9.7259728 52.706233999084326))
area_de_ni_22	Landkreis Cloppenburg	Landkreis Cloppenburg	POLYGON ((7.612126600000001 53.05771029908984, 7.712696300000001 53.01578279908834, 7.715166100000001 52.96878579908698, 7.740815199999999 52.95729589908667, 7.7412432 52.94503519908636, 7.775127000000001 52.941788699086295, 7.8323982 52.91990819908582, 7.788823700000001 52.87630169908506, 7.712636999999999 52.8502466990847, 7.680588300000001 52.79835469908426, 7.7142302 52.76652629908419, 7.638052 52.73144609908419, 7.689241400000001 52.67925709908451, 7.7630011 52.67727339908452, 7.7951641 52.68796229908445, 7.8030552 52.70026379908434, 7.8544089 52.7096228990843, 7.9182357 52.67980969908451, 7.972468900000001 52.69657559908437, 8.0183789 52.683781199084486, 8.0265685 52.70272199908432, 8.0777375 52.70221339908433, 8.072544200000001 52.71207969908427, 8.0463177 52.715224899084255, 8.0611652 52.75639629908415, 8.1034107 52.75216259908415, 8.1108777 52.77160879908416, 8.1623423 52.77205749908419, 8.1996856 52.76173229908415, 8.202555 52.788883699084195, 8.239599500000002 52.79912049908425, 8.235147700000002 52.837289899084546, 8.2587108 52.874200299085025, 8.2324669 52.86946569908494, 8.2066908 52.87761369908507, 8.1574197 52.904683699085524, 8.1572231 52.92469529908592, 8.1219745 52.92759389908597, 8.114370499999998 52.96712949908694, 8.1244827 52.998989899087846, 8.082456 53.03677859908906, 8.016173 53.07362529909048, 7.964316599999999 53.07569269909057, 7.965249900000001 53.084904899090915, 7.939806700000001 53.08716819909102, 7.9476597 53.09620859909141, 7.900626 53.119766099092445, 7.8847875 53.10945059909198, 7.8399758 53.14120619909344, 7.853753700000002 53.16361379909458, 7.7909033999999995 53.17899799909539, 7.7749029 53.171239799094984, 7.714450300000002 53.1810275990955, 7.6662281000000005 53.1774187990953, 7.650552199999999 53.185616999095735, 7.6387733 53.11481199909222, 7.627122100000001 53.11462199909221, 7.612126600000001 53.05771029908984))
area_de_ni_23	Landkreis Cuxhaven	Landkreis Cuxhaven	POLYGON ((8.4822225 53.67577559913859, 8.4830485 53.65577879913621, 8.5254788 53.60361859913025, 8.5929023 53.593101599129064, 8.6228151 53.60525949913044, 8.653074500000002 53.60271759913013, 8.6194177 53.57394939912702, 8.631109900000002 53.55557099912508, 8.6467758 53.555598599125084, 8.6384132 53.533058099122755, 8.651041600000001 53.51083979912055, 8.6032635 53.48429799911799, 8.5739749 53.48879579911842, 8.4926726 53.472442799116884, 8.4981881 53.37629199910858, 8.516972600000003 53.330529499105054, 8.5039995 53.29364509910244, 8.5481851 53.28505069910185, 8.564012500000002 53.297570399102696, 8.5964743 53.286110699101904, 8.6248772 53.28768779910202, 8.6233487 53.28169589910163, 8.6611025 53.28189929910163, 8.6759422 53.29715209910266, 8.728213 53.30117139910294, 8.7222408 53.3146718991039, 8.7519521 53.31799459910413, 8.757812 53.32686149910478, 8.7714831 53.3215992991044, 8.7526376 53.3551302991069, 8.7358873 53.361710599107425, 8.7803882 53.37357039910835, 8.7883489 53.38887169910959, 8.8679784 53.395639199110136, 8.9106889 53.3800330991089, 8.9059642 53.389488099109656, 8.9164559 53.385670499109324, 8.9520142 53.407456199111124, 8.926591900000002 53.43523499911353, 8.9070269 53.43841649911382, 8.950636900000001 53.45826039911558, 8.9662845 53.4553197991153, 8.9731143 53.46957519911661, 8.9564139 53.47225289911685, 8.954465 53.4916586991187, 8.965261300000002 53.501794599119656, 8.8950141 53.519753299121426, 8.9325711 53.53656159912312, 8.9670967 53.530698299122534, 8.9861926 53.5394563991234, 8.9728546 53.54869929912437, 8.9786747 53.55704639912524, 9.0257133 53.554841799125, 9.0601508 53.572792899126895, 9.108899 53.552994099124795, 9.1391732 53.59362179912915, 9.1749224 53.61433559913144, 9.189929 53.61236689913119, 9.1869624 53.621609899132274, 9.2172587 53.61903929913197, 9.2305665 53.63324869913359, 9.257849200000003 53.62914029913311, 9.252812900000002 53.64023299913438, 9.2797206 53.64534149913498, 9.2792325 53.66869889913773, 9.2574588 53.676850899138735, 9.2474165 53.66735989913759, 9.2075316 53.68143619913928, 9.2983008 53.729722099145306, 9.2749863 53.74343249914707, 9.2620281 53.768384599150366, 9.2233504 53.75573029914866, 9.1748546 53.786546199152795, 9.167962800000002 53.78017189915194, 9.1464061 53.78594319915271, 9.141785700000002 53.80080549915477, 9.1234126 53.79757479915431, 9.119942 53.811433199156255, 9.101987 53.80069839915476, 9.100138200000002 53.8082064991558, 9.0657106 53.80519979915535, 9.0654976 53.811707999156276, 9.0402446 53.81263469915638, 9.0199628 53.83433399915944, 8.9877116 53.84105849916043, 8.9082732 53.82941549915877, 8.7715242 53.837402699159895, 8.6896187 53.87861409916592, 8.6872715 53.891903299167915, 8.670548 53.891769799167896, 8.6149351 53.88214639916646, 8.5753359 53.84414069916089, 8.566080100000002 53.84598659916112, 8.4822225 53.67577559913859), (8.6425428 53.60896049913084, 8.6581884 53.60925449913087, 8.6571794 53.60304939913018, 8.6425428 53.60896049913084))
area_de_ni_24	Landkreis Diepholz	Landkreis Diepholz	POLYGON ((8.293859 52.65051519908482, 8.3122051 52.58308709908597, 8.3231036 52.573620399086174, 8.3437868 52.57490439908614, 8.349428600000001 52.552992399086655, 8.343471 52.541652899086934, 8.310814 52.531318999087205, 8.2971102 52.45644739908955, 8.347889000000002 52.4523345990897, 8.3633423 52.44284139909004, 8.430173400000001 52.44772369908988, 8.4545552 52.4611909990894, 8.4589647 52.49166479908837, 8.5087993 52.514832699087655, 8.557338499999998 52.49907229908813, 8.6522964 52.53149229908719, 8.6714489 52.51724259908761, 8.6903207 52.51859279908755, 8.7030375 52.50029939908809, 8.7332286 52.50945979908782, 8.746656000000002 52.52700109908733, 8.768138 52.52094209908749, 8.7732417 52.53771099908703, 8.8134872 52.530545899087215, 8.8389404 52.545732799086835, 8.8516427 52.533229499087156, 8.8555246 52.54860749908676, 8.9004937 52.559570399086496, 8.9006673 52.597836099085676, 8.8703519 52.61064889908545, 8.8825381 52.630285199085115, 8.9328254 52.6309744990851, 8.984809 52.65749479908475, 9.0042848 52.65166269908482, 9.0199936 52.66486749908467, 9.0123884 52.68548269908446, 9.029497500000002 52.69498949908437, 9.006058099999999 52.71044009908427, 9.051744800000002 52.728758699084196, 9.0580648 52.75234469908417, 9.047943800000002 52.76090779908415, 9.0641751 52.762630599084154, 9.0636074 52.77471339908418, 9.0448876 52.78689679908421, 9.067869799999999 52.80415449908432, 9.0368215 52.81631199908438, 9.0578192 52.81719299908439, 9.0602938 52.82686289908447, 9.0342856 52.83866979908456, 9.053785 52.841737299084606, 9.0571262 52.85282909908474, 9.0789717 52.84922049908469, 9.1096222 52.86305309908488, 9.1026449 52.88015799908511, 9.1157948 52.89881339908541, 9.0794586 52.90217829908548, 9.0607261 52.92313229908589, 9.0042037 52.92695049908596, 8.982003600000002 52.88870269908526, 8.965569 52.89780389908541, 8.9522137 52.88883049908522, 8.9037597 52.96714299908692, 8.9099931 52.983676299087385, 8.9325702 52.99077129908759, 8.919078 53.00299359908795, 8.9274666 53.00947139908817, 8.8940707 53.01361929908829, 8.866328100000002 53.0407027990892, 8.8667778 53.021781599088555, 8.8220631 53.02085409908852, 8.7778535 53.03939909908917, 8.7705645 53.05314929908967, 8.7339588 53.033605799088946, 8.7115987 53.04419429908934, 8.6906359 53.03827799908911, 8.6789094 53.01825089908843, 8.6638322 53.019360999088484, 8.6430058 52.97727259908721, 8.654332700000001 52.96295809908683, 8.657474500000001 52.969072199086966, 8.6883342 52.96676779908689, 8.6939011 52.92017579908583, 8.6906159 52.913944399085715, 8.6691647 52.91984949908582, 8.6446151 52.91186999908567, 8.6565583 52.90150519908546, 8.646846800000002 52.90456879908554, 8.637871400000002 52.89486419908534, 8.6467729 52.886578099085206, 8.6337844 52.85100869908471, 8.539329 52.83113209908449, 8.5467813 52.8192502990844, 8.5168565 52.8053348990843, 8.458591999999998 52.800655799084275, 8.4499257 52.7863187990842, 8.4705122 52.73499129908419, 8.445664 52.72300729908422, 8.4100198 52.72352839908422, 8.3354033 52.68696169908444, 8.3144172 52.689309599084424, 8.293859 52.65051519908482))
area_de_ni_25	Landkreis Emsland	Landkreis Emsland	POLYGON ((6.995553900000001 52.60619449908552, 7.033114199999999 52.6181351990853, 7.045408300000001 52.59710849908569, 7.0490197 52.6065154990855, 7.0685598 52.60492469908554, 7.1089766 52.58890649908586, 7.1097305 52.60206699908561, 7.1423045 52.58770469908587, 7.162376000000001 52.55688619908655, 7.1935481 52.54959679908673, 7.198760499999999 52.538025299087025, 7.256269199999999 52.54211889908692, 7.2645539999999995 52.52422389908741, 7.285612100000001 52.51592199908764, 7.2580695 52.507067199087906, 7.279729299999999 52.495465999088246, 7.2642731 52.4818166990887, 7.2749246 52.46916319908912, 7.2125181000000005 52.446828399089895, 7.2576476 52.34075259909445, 7.3173127 52.2802324990976, 7.361850900000002 52.28827149909717, 7.386379100000001 52.309342299096045, 7.426263 52.31414879909579, 7.4377181 52.33337829909481, 7.504614900000001 52.36096659909347, 7.581986599999999 52.376467899092766, 7.5719766 52.380108999092606, 7.5825169 52.403553899091605, 7.604299500000001 52.4209529990909, 7.564604499999999 52.43198869909045, 7.611644400000001 52.477377699088834, 7.604450300000001 52.4967126990882, 7.617317400000001 52.50080319908808, 7.6226547 52.58345529908596, 7.607372200000001 52.61730289908532, 7.6948996 52.66293389908469, 7.683742199999999 52.69442829908438, 7.6354454 52.725903699084206, 7.7142302 52.76652629908419, 7.680588300000001 52.79835469908426, 7.712636999999999 52.8502466990847, 7.788823700000001 52.87630169908506, 7.8323892 52.919728199085824, 7.775127000000001 52.941788699086295, 7.7412432 52.94503519908636, 7.740815199999999 52.95729589908667, 7.715166100000001 52.96878579908698, 7.712696300000001 53.01578279908834, 7.608522 53.05921429908991, 7.5438928 53.03392219908898, 7.4834145 53.08607199909097, 7.403187900000001 53.08966249909112, 7.4098188 53.098653499091505, 7.385092500000001 53.106034099091836, 7.381568200000001 53.09567379909137, 7.362713300000001 53.10588789909183, 7.332593499999999 53.10223549909166, 7.329897 53.112698099092114, 7.202732200000001 53.11286119909213, 7.217445399999999 53.00703719908807, 7.1815156 52.94158429908629, 7.087257999999999 52.849887199084705, 7.092739700000001 52.83819609908456, 7.0715512 52.810421199084374, 7.0557286999999995 52.64341979908494, 7.0417329 52.63271009908508, 7.0053254 52.638493899085, 6.995553900000001 52.60619449908552))
area_de_ni_46	Landkreis Vechta	Landkreis Vechta	POLYGON ((8.0136624 52.53277309908716, 8.0620832 52.50243469908804, 8.0520298 52.495415399088266, 8.0606807 52.443543299090024, 8.131349 52.44457329908998, 8.1587888 52.43309709909041, 8.2034092 52.480513199088726, 8.2458383 52.47990059908875, 8.3082726 52.49917259908813, 8.313411599999998 52.5355234990871, 8.339646600000002 52.53976509908699, 8.349428600000001 52.552992399086655, 8.3437868 52.57490439908614, 8.3231036 52.573620399086174, 8.3094987 52.59195599908579, 8.293859 52.65051519908482, 8.309536100000003 52.685821299084445, 8.3354033 52.68696169908444, 8.4100198 52.72352839908422, 8.445664 52.72300729908422, 8.4705122 52.73499129908419, 8.4499204 52.7867900990842, 8.473181200000003 52.82275309908445, 8.3963996 52.82550429908446, 8.4063792 52.84847349908468, 8.3557656 52.85259709908471, 8.3327766 52.88431139908517, 8.2658257 52.87731689908507, 8.2353416 52.83793999908458, 8.239599500000002 52.79912049908425, 8.202555 52.788883699084195, 8.1996856 52.76173229908415, 8.1623423 52.77205749908419, 8.1108777 52.77160879908416, 8.1034107 52.75216259908415, 8.0611652 52.75639629908415, 8.0463177 52.715224899084255, 8.072544200000001 52.71207969908427, 8.0777375 52.70221339908433, 8.0265685 52.70272199908432, 8.0183789 52.683781199084486, 8.0873826 52.62356709908523, 8.071872200000001 52.59722199908568, 8.0412408 52.588437099085844, 8.036887900000002 52.532361199087184, 8.0136624 52.53277309908716))
area_de_ni_26	Wangerooge	Wangerooge	POLYGON ((7.8458605 53.78700239915287, 7.8667148000000005 53.7738113991511, 7.8764156 53.78931509915319, 7.9696671 53.77649649915145, 7.8966995 53.79424699915386, 7.8458605 53.78700239915287), (7.8591006 53.783840799152436, 7.8746888 53.7894586991532, 7.8679256 53.77680869915149, 7.8591006 53.783840799152436))
area_de_ni_27	Landkreis Friesland	Landkreis Friesland	POLYGON ((7.8088645 53.70698049914242, 7.8417871 53.64614249913505, 7.820566499999999 53.6315860991334, 7.8602334 53.61259629913123, 7.844374200000001 53.59187569912896, 7.857181800000002 53.57917719912757, 7.8249013 53.55148509912465, 7.8215237 53.500936899119594, 7.887308700000001 53.516626099121126, 7.9357971 53.511700799120646, 7.9288074 53.481443199117734, 7.9462037 53.48272109911784, 7.9426743 53.472448199116876, 7.9753375 53.461031399115846, 7.9668277 53.44386449911427, 7.8585592 53.39866639911039, 7.8854291 53.35189889910668, 7.945958800000001 53.3256914991047, 7.961376200000001 53.33025449910504, 7.9705616 53.30455629910319, 8.0304477 53.310350899103604, 8.0631982 53.342111099105914, 8.0760232 53.343579999106055, 8.090274 53.33157839910512, 8.131419600000001 53.3311094991051, 8.2028173 53.366631699107806, 8.207062499999997 53.39551339911014, 8.1485822 53.451668999114986, 8.0996163 53.44424209911434, 8.0770093 53.46067179911579, 8.0609136 53.50640259912011, 8.0306471 53.538541999123325, 8.0414024 53.552495399124744, 8.0192488 53.560964399125645, 8.043245 53.57190119912679, 8.0271685 53.572767099126885, 8.0120927 53.59855019912967, 7.9935605999999995 53.60333759913021, 8.0372607 53.628566899133034, 8.0505803 53.624997499132654, 8.0899875 53.63776689913412, 8.086804299999999 53.6437506991348, 8.0423629 53.64139059913452, 8.021463800000001 53.682452299139385, 8.0320911 53.699748699141516, 8.015243 53.708809799142664, 7.9346176 53.715382599143474, 7.8088645 53.70698049914242))
area_de_ni_28	Landkreis Goslar	Landkreis Goslar	POLYGON ((10.065685600000002 51.92726619912397, 10.106099600000002 51.90228219912631, 10.096461300000001 51.885271999127944, 10.118177200000002 51.87151269912928, 10.107685200000002 51.83542569913294, 10.1434319 51.83041339913342, 10.138281999999998 51.80546119913604, 10.1556434 51.80239469913636, 10.153739799999999 51.793525599137304, 10.168404400000004 51.81384239913515, 10.191265 51.810980899135444, 10.2026151 51.82674009913381, 10.2151593 51.81627639913489, 10.240509300000001 51.832820599133186, 10.270084500000001 51.813155299135225, 10.2629553 51.799632499136656, 10.279745099999998 51.77601919913918, 10.295508700000001 51.77799209913895, 10.3065222 51.76579649914027, 10.355789799999998 51.76688659914015, 10.392329 51.790122199137656, 10.426393100000002 51.772813399139515, 10.494379000000002 51.76723429914011, 10.481533300000002 51.74584859914245, 10.494602499999997 51.72970549914427, 10.478445199999998 51.71101349914639, 10.485027900000002 51.70354559914723, 10.4682962 51.69782039914789, 10.494688 51.692618699148504, 10.5059918 51.66285189915198, 10.5239459 51.67263939915084, 10.5405714 51.66840809915134, 10.593230399999998 51.68004959914997, 10.6097712 51.66360359915192, 10.627056500000002 51.67002789915113, 10.647755600000002 51.65719809915267, 10.6509016 51.64227469915445, 10.7009759 51.640368699154685, 10.668575899999999 51.66837799915133, 10.6686467 51.709811699146535, 10.641666099999998 51.725324299144745, 10.6286481 51.75691479914124, 10.589647400000004 51.76862819913996, 10.5738521 51.81109679913545, 10.5884673 51.835829399132884, 10.578964100000002 51.84807439913163, 10.649929 51.88979229912751, 10.645357599999999 51.91042229912555, 10.6128503 51.9203540991246, 10.6129279 51.938537499122916, 10.651185599999998 51.95737589912119, 10.6199932 51.957632799121185, 10.6059755 51.97737519911942, 10.587002500000002 51.974157099119694, 10.5581362 52.005934799116964, 10.5330085 51.97035169912004, 10.5007303 51.978809499119286, 10.478951900000002 52.00486209911705, 10.499195200000003 52.021043299115675, 10.4836557 52.02441249911539, 10.4599163 52.05297799911306, 10.4386965 52.055755599112835, 10.4050149 52.02928839911499, 10.3691664 52.02399379911544, 10.3669592 52.01598829911611, 10.322477600000001 52.01386569911627, 10.329797699999999 52.025439899115305, 10.2862508 52.03364129911464, 10.2592192 52.01282849911638, 10.1933337 52.00140759911736, 10.2061124 51.966837899120364, 10.196423700000002 51.95765779912117, 10.087272 51.960517699120906, 10.065685600000002 51.92726619912397))
